,Channel,Compound,Date,Negative,Neutral,Positive,Tweet_Ago
353,@FoxNews,0.1531,Fri Mar 09 22:26:26 +0000 2018,0.0,0.867,0.133,54
354,@FoxNews,0.0,Fri Mar 09 22:15:55 +0000 2018,0.0,1.0,0.0,55
355,@FoxNews,0.0,Fri Mar 09 22:09:24 +0000 2018,0.0,1.0,0.0,56
356,@FoxNews,0.0,Fri Mar 09 22:04:17 +0000 2018,0.0,1.0,0.0,57
357,@FoxNews,-0.3089,Fri Mar 09 22:03:10 +0000 2018,0.101,0.899,0.0,58
358,@FoxNews,0.0,Fri Mar 09 21:57:31 +0000 2018,0.0,1.0,0.0,59
359,@FoxNews,-0.1027,Fri Mar 09 21:55:54 +0000 2018,0.113,0.887,0.0,60
360,@FoxNews,-0.0516,Fri Mar 09 21:49:00 +0000 2018,0.126,0.758,0.116,61
361,@FoxNews,0.6369,Fri Mar 09 21:36:04 +0000 2018,0.0,0.826,0.174,62
362,@FoxNews,-0.4588,Fri Mar 09 21:33:15 +0000 2018,0.167,0.833,0.0,63
363,@FoxNews,0.4019,Fri Mar 09 21:31:05 +0000 2018,0.0,0.863,0.137,64
364,@FoxNews,0.4336,Fri Mar 09 21:24:51 +0000 2018,0.0,0.84,0.16,65
365,@FoxNews,0.0,Fri Mar 09 21:23:19 +0000 2018,0.0,1.0,0.0,66
366,@FoxNews,0.0,Fri Mar 09 21:14:42 +0000 2018,0.0,1.0,0.0,67
367,@FoxNews,-0.2263,Fri Mar 09 21:03:00 +0000 2018,0.16,0.84,0.0,68
368,@FoxNews,-0.34,Fri Mar 09 20:54:59 +0000 2018,0.179,0.821,0.0,69
369,@FoxNews,0.0,Fri Mar 09 20:51:14 +0000 2018,0.0,1.0,0.0,70
370,@FoxNews,-0.9042,Fri Mar 09 20:40:03 +0000 2018,0.483,0.517,0.0,71
371,@FoxNews,-0.8271,Fri Mar 09 20:36:10 +0000 2018,0.367,0.633,0.0,72
372,@FoxNews,-0.5106,Fri Mar 09 20:34:20 +0000 2018,0.216,0.784,0.0,73
373,@FoxNews,-0.34,Fri Mar 09 20:25:54 +0000 2018,0.167,0.833,0.0,74
374,@FoxNews,-0.5574,Fri Mar 09 20:16:08 +0000 2018,0.175,0.825,0.0,75
375,@FoxNews,-0.91,Fri Mar 09 20:15:00 +0000 2018,0.472,0.528,0.0,76
376,@FoxNews,-0.296,Fri Mar 09 20:11:44 +0000 2018,0.167,0.833,0.0,77
377,@FoxNews,0.0,Fri Mar 09 20:00:00 +0000 2018,0.0,1.0,0.0,78
378,@FoxNews,0.0,Fri Mar 09 19:57:35 +0000 2018,0.0,1.0,0.0,79
379,@FoxNews,0.4927,Fri Mar 09 19:54:26 +0000 2018,0.0,0.842,0.158,80
380,@FoxNews,-0.5574,Fri Mar 09 19:51:56 +0000 2018,0.175,0.825,0.0,81
381,@FoxNews,-0.2023,Fri Mar 09 19:43:05 +0000 2018,0.156,0.729,0.115,82
382,@FoxNews,-0.2023,Fri Mar 09 19:37:13 +0000 2018,0.156,0.729,0.115,83
383,@FoxNews,0.3612,Fri Mar 09 19:37:11 +0000 2018,0.0,0.889,0.111,84
384,@FoxNews,0.0,Fri Mar 09 19:33:47 +0000 2018,0.0,1.0,0.0,85
385,@FoxNews,0.4215,Fri Mar 09 19:32:15 +0000 2018,0.0,0.887,0.113,86
386,@FoxNews,0.0,Fri Mar 09 19:29:36 +0000 2018,0.0,1.0,0.0,87
387,@FoxNews,0.7146,Fri Mar 09 19:27:27 +0000 2018,0.0,0.771,0.229,88
388,@FoxNews,0.7269,Fri Mar 09 19:26:06 +0000 2018,0.0,0.736,0.264,89
389,@FoxNews,0.0936,Fri Mar 09 19:20:44 +0000 2018,0.091,0.802,0.107,90
390,@FoxNews,0.0,Fri Mar 09 19:17:41 +0000 2018,0.0,1.0,0.0,91
391,@FoxNews,-0.8271,Fri Mar 09 19:11:53 +0000 2018,0.383,0.617,0.0,92
392,@FoxNews,-0.5267,Fri Mar 09 19:06:54 +0000 2018,0.253,0.747,0.0,93
393,@FoxNews,0.0,Fri Mar 09 19:03:03 +0000 2018,0.0,1.0,0.0,94
394,@FoxNews,0.7269,Fri Mar 09 18:53:47 +0000 2018,0.0,0.724,0.276,95
395,@FoxNews,0.0,Fri Mar 09 18:50:09 +0000 2018,0.0,1.0,0.0,96
396,@FoxNews,0.4588,Fri Mar 09 18:42:35 +0000 2018,0.0,0.833,0.167,97
397,@FoxNews,0.765,Fri Mar 09 18:36:01 +0000 2018,0.106,0.511,0.383,98
398,@FoxNews,0.0,Fri Mar 09 18:35:00 +0000 2018,0.0,1.0,0.0,99
399,@FoxNews,-0.3818,Fri Mar 09 18:27:56 +0000 2018,0.157,0.843,0.0,100
400,CBSNews,-0.765,Sat Mar 10 05:03:03 +0000 2018,0.292,0.708,0.0,1
401,CBSNews,-0.8555,Sat Mar 10 04:54:06 +0000 2018,0.393,0.607,0.0,2
402,CBSNews,-0.34,Sat Mar 10 04:48:04 +0000 2018,0.194,0.806,0.0,3
403,CBSNews,-0.296,Sat Mar 10 04:33:03 +0000 2018,0.29,0.538,0.172,4
404,CBSNews,-0.296,Sat Mar 10 04:18:07 +0000 2018,0.121,0.879,0.0,5
405,CBSNews,0.0,Sat Mar 10 04:03:03 +0000 2018,0.0,1.0,0.0,6
406,CBSNews,-0.5423,Sat Mar 10 04:00:02 +0000 2018,0.261,0.622,0.116,7
407,CBSNews,-0.6486,Sat Mar 10 03:59:01 +0000 2018,0.202,0.798,0.0,8
408,CBSNews,-0.2263,Sat Mar 10 03:50:05 +0000 2018,0.147,0.853,0.0,9
409,CBSNews,0.296,Sat Mar 10 03:40:01 +0000 2018,0.0,0.901,0.099,10
410,CBSNews,-0.7269,Sat Mar 10 03:20:01 +0000 2018,0.321,0.679,0.0,11
411,CBSNews,-0.296,Sat Mar 10 03:00:01 +0000 2018,0.18,0.7,0.12,12
412,CBSNews,0.7579,Sat Mar 10 02:40:01 +0000 2018,0.0,0.667,0.333,13
413,CBSNews,0.0,Sat Mar 10 02:20:01 +0000 2018,0.0,1.0,0.0,14
414,CBSNews,0.0,Sat Mar 10 02:00:01 +0000 2018,0.0,1.0,0.0,15
415,CBSNews,0.0,Sat Mar 10 01:40:01 +0000 2018,0.0,1.0,0.0,16
416,CBSNews,-0.5267,Sat Mar 10 01:20:01 +0000 2018,0.206,0.794,0.0,17
417,CBSNews,-0.765,Sat Mar 10 01:00:02 +0000 2018,0.309,0.691,0.0,18
418,CBSNews,0.0,Sat Mar 10 00:40:01 +0000 2018,0.0,1.0,0.0,19
419,CBSNews,0.0,Sat Mar 10 00:20:01 +0000 2018,0.0,1.0,0.0,20
420,CBSNews,-0.4939,Sat Mar 10 00:00:01 +0000 2018,0.144,0.856,0.0,21
421,CBSNews,-0.5574,Fri Mar 09 23:50:31 +0000 2018,0.184,0.816,0.0,22
422,CBSNews,0.0,Fri Mar 09 23:44:04 +0000 2018,0.0,1.0,0.0,23
423,CBSNews,0.0,Fri Mar 09 23:41:36 +0000 2018,0.0,1.0,0.0,24
424,CBSNews,0.5106,Fri Mar 09 23:39:48 +0000 2018,0.0,0.798,0.202,25
425,CBSNews,0.6801,Fri Mar 09 23:36:56 +0000 2018,0.0,0.773,0.227,26
426,CBSNews,0.0,Fri Mar 09 23:35:08 +0000 2018,0.0,1.0,0.0,27
427,CBSNews,0.4404,Fri Mar 09 23:31:31 +0000 2018,0.0,0.888,0.112,28
428,CBSNews,0.7269,Fri Mar 09 23:20:02 +0000 2018,0.095,0.586,0.319,29
429,CBSNews,0.7506,Fri Mar 09 23:00:01 +0000 2018,0.0,0.726,0.274,30
430,CBSNews,0.7351,Fri Mar 09 22:40:01 +0000 2018,0.0,0.708,0.292,31
431,CBSNews,0.0,Fri Mar 09 22:24:51 +0000 2018,0.0,1.0,0.0,32
432,CBSNews,0.0,Fri Mar 09 22:24:15 +0000 2018,0.0,1.0,0.0,33
433,CBSNews,0.0,Fri Mar 09 22:20:01 +0000 2018,0.0,1.0,0.0,34
434,CBSNews,-0.91,Fri Mar 09 22:00:02 +0000 2018,0.365,0.635,0.0,35
435,CBSNews,-0.8074,Fri Mar 09 21:45:44 +0000 2018,0.372,0.628,0.0,36
436,CBSNews,-0.128,Fri Mar 09 21:20:01 +0000 2018,0.115,0.793,0.093,37
437,CBSNews,0.4215,Fri Mar 09 21:00:02 +0000 2018,0.0,0.882,0.118,38
438,CBSNews,-0.2732,Fri Mar 09 20:40:01 +0000 2018,0.104,0.896,0.0,39
439,CBSNews,0.0,Fri Mar 09 20:25:01 +0000 2018,0.0,1.0,0.0,40
440,CBSNews,-0.1027,Fri Mar 09 20:14:09 +0000 2018,0.069,0.931,0.0,41
441,CBSNews,-0.4019,Fri Mar 09 20:09:26 +0000 2018,0.114,0.886,0.0,42
442,CBSNews,-0.34,Fri Mar 09 19:45:26 +0000 2018,0.138,0.862,0.0,43
443,CBSNews,0.0,Fri Mar 09 19:38:38 +0000 2018,0.0,1.0,0.0,44
444,CBSNews,0.2649,Fri Mar 09 19:29:03 +0000 2018,0.081,0.796,0.123,45
445,CBSNews,0.505,Fri Mar 09 19:27:09 +0000 2018,0.0,0.789,0.211,46
446,CBSNews,0.4767,Fri Mar 09 19:25:13 +0000 2018,0.0,0.871,0.129,47
447,CBSNews,0.4019,Fri Mar 09 19:23:59 +0000 2018,0.0,0.863,0.137,48
448,CBSNews,0.0,Fri Mar 09 19:21:30 +0000 2018,0.0,1.0,0.0,49
449,CBSNews,0.2732,Fri Mar 09 19:19:12 +0000 2018,0.0,0.9,0.1,50
450,CBSNews,-0.5267,Fri Mar 09 19:06:31 +0000 2018,0.253,0.747,0.0,51
451,CBSNews,0.7351,Fri Mar 09 19:00:03 +0000 2018,0.0,0.708,0.292,52
452,CBSNews,0.5423,Fri Mar 09 18:40:01 +0000 2018,0.0,0.757,0.243,53
453,CBSNews,-0.4404,Fri Mar 09 18:25:01 +0000 2018,0.132,0.868,0.0,54
454,CBSNews,0.4019,Fri Mar 09 18:06:18 +0000 2018,0.0,0.886,0.114,55
455,CBSNews,0.34,Fri Mar 09 18:03:52 +0000 2018,0.0,0.882,0.118,56
456,CBSNews,-0.6369,Fri Mar 09 18:00:02 +0000 2018,0.245,0.755,0.0,57
457,CBSNews,0.3415,Fri Mar 09 17:40:30 +0000 2018,0.0,0.893,0.107,58
458,CBSNews,0.0,Fri Mar 09 17:20:01 +0000 2018,0.0,1.0,0.0,59
459,CBSNews,-0.34,Fri Mar 09 17:00:04 +0000 2018,0.156,0.844,0.0,60
460,CBSNews,-0.4767,Fri Mar 09 16:44:32 +0000 2018,0.154,0.846,0.0,61
461,CBSNews,-0.2648,Fri Mar 09 16:20:01 +0000 2018,0.207,0.643,0.15,62
462,CBSNews,0.0,Fri Mar 09 16:05:01 +0000 2018,0.0,1.0,0.0,63
463,CBSNews,-0.6597,Fri Mar 09 15:50:02 +0000 2018,0.239,0.761,0.0,64
464,CBSNews,-0.8591,Fri Mar 09 15:35:01 +0000 2018,0.321,0.679,0.0,65
465,CBSNews,0.8074,Fri Mar 09 15:20:35 +0000 2018,0.0,0.601,0.399,66
466,CBSNews,-0.6124,Fri Mar 09 15:03:53 +0000 2018,0.265,0.638,0.097,67
467,CBSNews,-0.4019,Fri Mar 09 15:00:02 +0000 2018,0.137,0.863,0.0,68
468,CBSNews,0.541,Fri Mar 09 14:59:13 +0000 2018,0.0,0.873,0.127,69
469,CBSNews,0.1779,Fri Mar 09 14:45:36 +0000 2018,0.0,0.898,0.102,70
470,CBSNews,0.0,Fri Mar 09 14:45:01 +0000 2018,0.0,1.0,0.0,71
471,CBSNews,0.0,Fri Mar 09 14:30:01 +0000 2018,0.0,1.0,0.0,72
472,CBSNews,0.0,Fri Mar 09 14:15:01 +0000 2018,0.0,1.0,0.0,73
473,CBSNews,-0.296,Fri Mar 09 14:00:04 +0000 2018,0.104,0.896,0.0,74
474,CBSNews,0.8126,Fri Mar 09 13:58:51 +0000 2018,0.0,0.67,0.33,75
475,CBSNews,0.0,Fri Mar 09 13:48:07 +0000 2018,0.0,1.0,0.0,76
476,CBSNews,0.0,Fri Mar 09 13:44:00 +0000 2018,0.0,1.0,0.0,77
477,CBSNews,0.0,Fri Mar 09 13:40:01 +0000 2018,0.0,1.0,0.0,78
478,CBSNews,0.6124,Fri Mar 09 13:36:50 +0000 2018,0.0,0.783,0.217,79
479,CBSNews,0.2023,Fri Mar 09 13:31:06 +0000 2018,0.0,0.909,0.091,80
480,CBSNews,-0.2263,Fri Mar 09 13:24:23 +0000 2018,0.209,0.622,0.169,81
481,CBSNews,-0.8402,Fri Mar 09 13:20:01 +0000 2018,0.36,0.64,0.0,82
482,CBSNews,0.4215,Fri Mar 09 13:18:03 +0000 2018,0.0,0.865,0.135,83
483,CBSNews,-0.5719,Fri Mar 09 13:17:40 +0000 2018,0.183,0.817,0.0,84
484,CBSNews,0.3182,Fri Mar 09 13:13:07 +0000 2018,0.07,0.798,0.131,85
485,CBSNews,0.3818,Fri Mar 09 13:12:44 +0000 2018,0.0,0.885,0.115,86
486,CBSNews,0.0,Fri Mar 09 13:09:02 +0000 2018,0.0,1.0,0.0,87
487,CBSNews,0.3612,Fri Mar 09 13:06:10 +0000 2018,0.0,0.872,0.128,88
488,CBSNews,0.0258,Fri Mar 09 13:00:02 +0000 2018,0.0,0.95,0.05,89
489,CBSNews,-0.6486,Fri Mar 09 12:47:25 +0000 2018,0.238,0.762,0.0,90
490,CBSNews,0.0,Fri Mar 09 12:47:06 +0000 2018,0.0,1.0,0.0,91
491,CBSNews,0.5106,Fri Mar 09 12:40:01 +0000 2018,0.0,0.752,0.248,92
492,CBSNews,0.0,Fri Mar 09 12:37:44 +0000 2018,0.0,1.0,0.0,93
493,CBSNews,-0.8402,Fri Mar 09 12:35:05 +0000 2018,0.321,0.679,0.0,94
494,CBSNews,-0.4767,Fri Mar 09 12:27:21 +0000 2018,0.14,0.86,0.0,95
495,CBSNews,0.0,Fri Mar 09 12:25:57 +0000 2018,0.0,1.0,0.0,96
496,CBSNews,-0.0424,Fri Mar 09 12:23:46 +0000 2018,0.08,0.848,0.072,97
497,CBSNews,-0.2732,Fri Mar 09 12:23:42 +0000 2018,0.095,0.905,0.0,98
498,CBSNews,-0.3182,Fri Mar 09 12:22:10 +0000 2018,0.103,0.897,0.0,99
499,CBSNews,0.0,Fri Mar 09 12:20:01 +0000 2018,0.0,1.0,0.0,100
